#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP,RazzID
513,Carl Edwards Jr.,FA,RP,R,39.6,0.0,0.0,158.4,39.6,1.9,2.0,3,10,4.47,4.58,1.40,34.9,16.6,39.0,1.5,19.7,21.2,5,42.8,37.0,20.2,0.294,13607
514,Dominic Leone,CHW,RP,R,39.6,0.0,0.0,171.1,39.6,1.8,2.1,0,4,4.47,4.51,1.39,38.9,17.6,37.3,1.4,19.6,21.0,6,38.8,41.4,19.9,0.283,13763
515,Clayton Kershaw,LAD,SP,L,7.2,7.2,3.8,165.5,39.6,2.8,1.6,0,0,3.61,3.61,1.20,40.1,10.6,36.8,1.3,16.2,17.7,5,46.2,33.2,20.6,0.287,2036
516,Huascar Brazoban,MIA,RP,R,39.6,0.0,0.0,170.0,39.6,1.9,1.9,0,10,4.01,4.17,1.37,41.9,18.5,35.7,1.8,17.5,19.0,4,44.5,35.7,19.7,0.304,623211
517,Thaddeus Ward,WSH,RP,R,39.6,0.0,0.0,173.0,39.6,1.8,2.1,0,4,4.72,4.86,1.47,33.5,19.1,39.1,2.0,20.6,22.1,5,43.7,36.0,20.3,0.295,663658
518,Erik Miller,SF,RP,L,39.6,0.0,0.0,174.6,39.6,1.9,2.0,0,4,4.13,4.60,1.48,41.6,21.7,36.8,1.7,18.7,20.2,5,41.2,37.5,21.4,0.306,669062
519,Jeremiah Estrada,SD,RP,R,39.6,0.0,0.0,173.3,39.6,1.9,2.0,0,4,4.29,4.41,1.40,44.3,21.4,34.1,1.7,19.4,20.7,6,34.8,45.4,19.8,0.279,669093
520,John McMillon,KC,RP,R,39.6,0.0,0.0,171.4,39.6,2.0,1.9,1,8,4.03,4.19,1.36,45.7,22.2,31.6,1.7,17.4,18.7,4,38.0,42.4,19.5,0.286,669111
521,Jonathan Heasley,BAL,RP,R,39.6,0.0,0.0,169.7,39.6,1.9,2.0,0,4,4.58,4.56,1.30,32.6,12.3,39.3,1.7,20.2,21.6,7,37.2,42.8,20.0,0.279,669169
522,Steven Cruz,KC,RP,R,39.6,0.0,0.0,174.0,39.6,1.9,2.0,0,4,4.53,4.78,1.47,38.5,22.0,36.1,2.0,19.5,20.9,5,40.3,39.9,19.8,0.297,674444
523,Marc Church,TEX,RP,R,39.6,0.0,0.0,172.3,39.6,2.0,1.9,0,4,4.49,4.78,1.42,39.9,18.0,38.2,1.8,19.0,20.3,6,40.2,38.6,21.2,0.301,687847
524,Richard Bleier,WSH,RP,L,39.6,0.0,0.0,171.3,39.6,1.8,2.1,0,6,4.37,4.79,1.46,24.3,11.9,46.1,1.8,19.0,20.8,5,52.1,27.1,20.8,0.321,7803
525,Nick Ramirez,NYY,RP,L,35.7,0.0,0.0,170.6,39.3,2.0,1.9,0,4,4.32,4.67,1.40,30.1,12.8,42.4,1.5,18.8,20.4,5,45.8,33.5,20.7,0.304,598286
526,Sammy Peralta,CHW,RP,L,35.7,0.0,0.0,169.6,39.3,1.8,2.0,0,4,4.29,4.71,1.40,32.1,14.7,40.5,1.8,18.7,20.2,6,44.2,35.1,20.7,0.298,671111
527,Zack Kelly,BOS,RP,R,35.7,0.0,0.0,171.7,39.3,1.9,1.9,0,4,4.62,4.81,1.45,36.5,18.7,38.1,2.1,18.9,20.3,5,43.7,36.2,20.1,0.304,677161
528,Grant Hartwig,NYM,RP,R,35.7,0.0,0.0,171.9,39.3,1.9,2.0,0,4,4.23,4.39,1.41,37.3,17.0,38.3,2.3,19.0,20.5,5,44.5,35.5,20.0,0.295,701643
529,Andrew Saalfrank,ARI,RP,L,48.8,0.0,0.0,168.5,39.0,2.0,1.8,0,12,3.62,4.14,1.44,37.8,18.9,37.2,1.6,15.8,17.4,3,53.1,26.5,20.4,0.318,685314
530,Ben Joyce,LAA,RP,R,48.8,0.0,0.0,167.5,39.0,2.0,1.8,0,15,3.93,3.96,1.32,48.1,20.4,31.2,2.2,16.7,18.0,5,38.6,42.2,19.2,0.282,690829
531,Garrett Cleavinger,TB,RP,L,48.6,0.0,0.0,165.5,38.9,2.1,1.8,0,5,3.54,3.55,1.24,49.6,17.7,30.5,1.8,15.5,16.8,4,39.8,40.3,19.9,0.278,664076
532,Gregory Santos,SEA,RP,R,38.8,0.0,0.0,165.3,38.8,2.0,1.8,2,10,3.67,3.74,1.29,41.1,14.7,35.5,2.0,16.1,17.6,4,49.4,31.3,19.3,0.299,666619
533,Connor Phillips,CIN,SP,R,7.9,7.9,3.2,165.1,37.9,1.9,2.3,0,0,4.85,4.93,1.46,39.4,19.8,35.5,1.9,19.1,20.5,6,40.4,40.0,19.6,0.291,683175
534,Mason Englert,DET,RP,R,25.1,0.0,0.0,162.8,37.7,1.7,2.0,0,3,4.56,4.64,1.34,31.2,12.2,38.4,1.8,19.3,20.6,5,39.7,40.0,20.3,0.295,669438
535,Ryder Ryan,PIT,RP,R,37.3,0.0,0.0,163.2,37.3,1.8,1.9,0,4,4.33,4.54,1.44,30.8,15.9,37.7,1.9,17.9,19.4,4,47.9,32.0,20.2,0.307,656924
536,Collin McHugh,FA,RP,R,33.6,0.0,0.0,152.3,37.0,1.8,1.8,0,9,4.25,4.48,1.36,33.0,12.3,37.8,1.8,17.5,18.8,5,42.1,37.4,20.4,0.305,7531
537,Michael Rucker,PHI,RP,R,36.8,0.0,0.0,159.5,36.8,1.8,1.8,0,4,4.37,4.57,1.39,32.6,14.5,36.6,1.5,17.7,19.1,5,44.3,35.7,20.0,0.298,621074
538,J.P. Feyereisen,LAD,RP,R,36.6,0.0,0.0,159.9,36.6,1.8,1.8,0,11,4.53,4.57,1.37,34.1,15.1,35.1,1.4,18.8,20.0,6,35.9,44.0,20.1,0.278,16610
539,Jose Hernandez,PIT,RP,L,36.6,0.0,0.0,158.0,36.6,1.8,1.8,0,6,4.04,4.31,1.35,36.8,16.6,32.9,1.5,16.4,17.7,4,40.2,39.8,20.0,0.291,669796
540,Matt Barnes,WSH,RP,R,40.5,0.0,0.0,160.3,36.5,1.6,1.9,0,10,4.58,4.63,1.42,34.3,16.7,35.2,1.8,18.4,19.7,5,41.9,38.1,20.0,0.298,12863
541,Thyago Vieira,MIL,RP,R,24.3,0.0,0.0,153.8,36.5,1.8,1.7,0,2,3.91,3.94,1.25,41.2,14.1,31.5,1.7,15.7,16.9,5,38.5,42.0,19.4,0.280,600986
542,Bryan Hudson,MIL,RP,L,24.3,0.0,0.0,156.0,36.5,1.9,1.7,0,2,3.70,4.15,1.37,39.1,16.0,34.0,1.6,14.9,16.2,4,47.7,31.9,20.4,0.308,663542
543,Tony Santillan,CIN,RP,R,33.0,0.0,0.0,159.5,36.3,1.7,1.8,0,7,4.80,4.99,1.47,37.3,18.8,34.4,2.1,18.2,19.4,6,38.1,41.9,20.0,0.294,663574
544,Levi Stoudt,SEA,RP,R,33.0,0.0,0.0,158.0,36.3,1.6,1.9,0,3,4.76,4.94,1.40,30.0,13.2,37.6,1.8,19.6,20.9,6,38.1,42.1,19.8,0.287,686651
545,Kyle Nicolas,PIT,RP,R,33.0,0.0,0.0,155.6,36.3,1.8,1.8,0,10,4.22,4.36,1.32,37.3,16.0,31.9,2.0,17.0,18.2,5,35.6,44.7,19.7,0.284,693312
546,Colin Selby,PIT,RP,R,35.7,0.0,0.0,154.1,35.7,1.8,1.7,0,9,3.97,4.30,1.42,36.6,18.1,32.5,1.7,15.8,17.1,4,45.5,34.9,19.6,0.306,681882
547,Daysbel Hernandez,ATL,RP,R,39.6,0.0,0.0,154.9,35.6,1.9,1.6,0,4,4.24,4.36,1.38,38.8,16.6,32.4,1.6,16.6,17.9,5,39.5,40.6,19.9,0.296,678226
548,Lucas Gilbreath,COL,RP,L,35.5,0.0,0.0,153.3,35.5,1.8,1.7,0,7,4.51,5.03,1.47,34.4,18.0,34.1,1.7,15.6,16.9,5,42.7,37.1,20.2,0.318,656458
549,Pat Monteverde,MIA,RP,L,27.5,2.0,0.7,150.5,35.5,1.7,2.0,0,3,4.68,5.35,1.47,27.5,12.6,39.6,1.5,18.4,19.6,5,39.3,39.5,21.2,0.302,687287
550,Dennis Santana,NYY,RP,R,29.5,0.0,0.0,154.5,35.4,1.8,1.7,0,9,4.24,4.40,1.39,35.2,16.1,33.2,1.6,16.6,18.0,5,42.9,37.4,19.8,0.290,642701
551,Slade Cecconi,ARI,SP,R,17.2,4.0,1.6,150.7,35.4,1.9,1.9,0,1,4.43,4.57,1.28,29.8,9.3,36.1,1.8,17.6,18.8,5,37.9,42.0,20.1,0.296,677944
552,Brad Boxberger,FA,RP,R,39.2,0.0,0.0,156.2,35.3,1.6,1.9,1,8,4.95,5.04,1.46,30.1,16.0,35.6,1.8,19.4,20.7,5,38.3,41.0,20.6,0.291,10133
553,Bryan Shaw,CHW,RP,R,35.1,0.0,0.0,154.3,35.1,1.6,1.9,0,6,4.52,4.73,1.45,31.3,16.2,34.7,1.9,17.6,19.0,5,44.2,35.6,20.2,0.294,8110
554,Alex Young,CIN,RP,L,43.6,0.0,0.0,150.6,34.9,1.7,1.7,0,13,4.50,4.85,1.42,30.8,13.6,36.0,1.4,16.3,17.7,5,44.5,35.0,20.5,0.303,622065
555,Mauricio Llovera,SEA,RP,R,31.6,0.0,0.0,149.1,34.8,1.7,1.8,0,3,4.31,4.40,1.34,33.0,13.1,33.5,1.9,17.0,18.2,5,41.9,38.2,19.9,0.288,661440
556,Geoff Hartlieb,COL,RP,R,23.0,0.0,0.0,148.4,34.5,1.6,1.8,0,7,5.19,5.67,1.54,26.2,15.8,37.1,1.8,17.4,18.8,5,44.5,35.4,20.1,0.319,664129
557,Ryan Loutos,STL,RP,R,34.3,0.0,0.0,149.5,34.3,1.7,1.7,0,3,4.39,4.80,1.47,27.8,14.7,35.8,1.5,17.0,18.4,4,47.0,31.7,21.3,0.311,702795
558,Bryan Baker,BAL,RP,R,34.2,0.0,0.0,146.9,34.2,1.7,1.6,3,9,3.96,4.18,1.32,35.8,14.9,30.2,1.4,15.1,16.2,4,38.3,41.9,19.8,0.285,641329
559,Luis F. Ortiz,PHI,RP,R,24.3,0.0,0.0,145.3,34.0,1.7,1.7,0,2,4.31,4.53,1.34,28.2,10.9,34.8,1.7,16.1,17.4,5,44.2,35.9,19.9,0.300,656814
560,Calvin Faucher,MIA,RP,R,24.3,0.0,0.0,147.3,34.0,1.6,1.7,0,2,4.38,4.54,1.41,32.1,14.9,33.2,1.3,16.4,17.7,4,43.7,36.4,19.9,0.306,676534
561,Dylan Coleman,HOU,RP,R,42.2,0.0,0.0,148.4,33.8,1.7,1.6,0,13,4.24,4.40,1.41,38.0,19.0,28.8,2.2,15.9,17.1,4,40.4,39.7,19.9,0.284,669395
562,Vinny Nittoli,OAK,RP,R,30.6,0.0,0.0,143.8,33.7,1.5,1.8,0,3,4.33,4.47,1.34,29.5,12.4,32.8,1.8,16.8,18.0,5,39.6,40.0,20.3,0.288,657697
563,Julio Teheran,FA,SP,R,6.6,6.6,2.6,115.7,33.7,1.8,2.1,0,0,4.93,4.96,1.37,24.9,9.8,36.3,1.8,18.5,19.7,6,40.3,39.0,20.6,0.291,6797
564,Jacob Lopez,TB,RP,L,30.6,0.0,0.0,142.0,33.7,1.7,1.6,0,3,3.81,4.11,1.30,35.4,13.2,30.8,1.7,14.4,15.6,4,42.0,37.7,20.3,0.293,682052
565,Touki Toussaint,CHW,SP,R,18.4,3.1,1.2,141.3,33.6,1.5,2.0,0,2,4.41,4.80,1.52,31.8,17.1,33.8,2.2,16.4,17.8,4,47.4,32.5,20.2,0.291,657053
566,Cody Morris,NYY,RP,R,33.6,0.0,0.0,142.3,33.6,1.8,1.5,0,7,3.86,4.00,1.29,38.0,14.2,29.1,1.4,14.4,15.5,4,40.3,39.9,19.8,0.287,663752
567,Kaleb Ort,BAL,RP,R,33.6,0.0,0.0,144.3,33.6,1.6,1.7,0,3,4.44,4.56,1.34,33.2,13.9,31.1,1.7,16.6,17.7,5,33.9,46.4,19.7,0.283,672391
568,Keegan Thompson,CHC,RP,R,30.4,0.0,0.0,145.7,33.4,1.6,1.7,0,8,4.49,4.60,1.40,31.9,15.1,31.6,1.6,16.7,17.9,5,39.3,40.6,20.2,0.291,624522
569,Zach McAllister,FA,RP,R,41.4,0.0,0.0,142.3,33.1,1.6,1.6,0,12,4.36,4.54,1.35,31.6,12.8,31.9,1.9,16.0,17.2,5,39.7,39.9,20.3,0.295,2895
570,Matt Koch,COL,RP,R,33.0,0.0,0.0,143.0,33.0,1.5,1.7,0,9,5.47,5.66,1.47,23.8,11.6,36.7,1.6,17.6,18.8,6,39.4,40.3,20.2,0.309,13420
571,Matt Bowman,MIN,RP,R,33.0,0.0,0.0,145.6,33.0,1.5,1.7,0,7,4.41,4.62,1.47,27.1,14.2,34.4,1.5,16.7,18.0,4,46.5,33.3,20.2,0.307,13528
572,Danny Duffy,TEX,RP,L,33.0,0.0,0.0,139.8,33.0,1.7,1.5,0,3,4.24,4.52,1.32,34.3,14.0,29.6,1.2,14.9,16.0,5,34.7,45.3,20.1,0.282,3542
573,Jake Odorizzi,TB,SP,R,6.6,6.6,2.6,143.4,33.0,1.8,2.0,0,0,4.87,4.98,1.39,27.0,11.3,34.4,1.3,18.1,19.2,6,35.6,43.8,20.6,0.287,6397
574,Keider Montero,DET,SP,R,6.6,6.6,2.6,132.0,33.0,1.6,2.2,0,0,4.77,5.78,1.59,23.7,10.9,41.4,1.6,17.7,18.9,5,42.5,36.2,21.2,0.304,672456
575,Braxton Ashcraft,PIT,RP,R,33.0,0.0,0.0,141.0,33.0,1.6,1.6,0,3,4.18,4.39,1.32,30.2,11.4,32.1,1.4,15.3,16.5,4,40.9,38.0,21.1,0.300,677952
576,Justin Martinez,ARI,RP,R,33.0,0.0,0.0,142.7,33.0,1.7,1.5,0,3,3.70,4.08,1.42,39.3,19.4,27.3,1.7,13.7,14.9,3,45.3,35.3,19.3,0.306,679885
577,Cade Povich,BAL,SP,L,6.6,6.6,2.9,143.0,33.0,1.9,1.8,0,0,4.33,4.78,1.41,29.6,13.7,32.9,1.4,15.9,17.2,5,42.4,36.6,21.1,0.301,700249
578,Carlos Vargas,SEA,RP,R,36.6,0.0,0.0,142.9,32.9,1.6,1.6,0,4,3.89,4.07,1.40,34.1,15.6,30.3,1.5,14.5,15.8,3,50.1,30.6,19.4,0.298,672841
579,Drew Rucinski,FA,SP,R,15.7,4.5,1.7,131.2,32.8,3.3,3.8,0,0,4.64,4.89,1.41,26.6,10.0,36.1,1.5,16.9,18.1,5,42.2,37.2,20.6,0.302,12499
580,Davis Daniel,LAA,SP,R,15.8,2.6,0.9,142.0,32.8,1.6,1.9,0,1,5.05,5.08,1.42,26.8,12.6,33.9,1.6,18.0,19.2,6,37.9,41.8,20.2,0.288,669721
581,Ben Brown,CHC,SP,R,13.1,4.9,2.1,140.7,32.7,1.7,1.8,0,1,4.19,4.54,1.39,33.2,14.3,31.1,1.4,15.3,16.4,4,42.6,36.4,21.0,0.305,676962
582,Sean Hjelle,SF,SP,R,18.4,3.1,1.3,133.4,32.3,1.6,1.8,0,2,4.26,4.79,1.52,22.6,10.9,38.2,1.9,15.7,17.2,3,53.3,26.6,20.1,0.322,663546
583,Hogan Harris,OAK,SP,L,18.4,3.1,1.2,134.3,32.3,1.5,1.9,0,2,4.40,5.07,1.49,27.7,13.8,34.5,1.6,16.4,17.5,4,39.6,40.1,20.3,0.293,663687
584,Kelvin Caceres,LAA,RP,R,46.2,0.0,0.0,142.8,32.3,1.5,1.6,0,5,4.58,4.89,1.55,32.9,19.6,30.3,2.0,16.1,17.4,4,44.9,35.1,20.0,0.302,680983
585,Johnny Cueto,FA,SP,R,6.7,6.7,2.4,141.0,32.2,1.6,2.1,0,0,5.06,5.15,1.39,22.4,9.1,35.8,1.5,18.1,19.3,6,39.4,39.9,20.8,0.292,6893
586,Nick Nelson,PHI,RP,R,20.7,2.4,0.9,140.8,32.1,1.6,1.7,0,2,4.66,4.97,1.47,23.6,13.5,33.8,1.7,16.5,17.8,4,47.1,32.9,20.1,0.301,656793
587,Darius Vines,ATL,RP,R,21.3,0.0,0.0,136.0,32.0,1.7,1.5,0,6,4.36,4.38,1.30,28.1,9.3,32.2,1.1,15.3,16.5,5,40.8,38.8,20.4,0.293,670241
588,Blake Treinen,LAD,RP,R,31.7,0.0,0.0,134.9,31.7,1.7,1.4,0,9,3.88,3.87,1.29,31.6,11.2,29.6,1.5,14.0,15.1,4,45.4,35.0,19.6,0.292,12572
589,Brad Keller,CHW,SP,R,6.6,6.6,2.4,142.3,31.7,1.3,2.3,0,0,5.02,5.16,1.60,23.5,17.0,33.7,1.3,17.6,19.0,4,49.1,30.7,20.3,0.301,641745
590,Jeff Brigham,MIN,RP,R,31.7,0.0,0.0,137.4,31.7,1.5,1.6,0,8,4.61,4.59,1.35,31.7,14.5,28.4,1.7,16.7,17.8,5,32.3,47.5,20.2,0.272,656257
591,Jonathan Bowlan,KC,SP,R,13.1,4.9,1.8,129.1,31.7,1.5,2.0,0,1,4.86,5.60,1.53,22.2,10.3,38.4,1.3,16.7,17.9,5,41.8,38.0,20.2,0.304,680742
592,Landen Roupp,SF,SP,R,6.6,6.6,2.7,126.8,31.7,1.6,1.9,0,0,4.27,5.11,1.53,25.8,10.9,37.6,1.3,15.5,16.7,4,46.1,32.8,21.1,0.310,694738
593,Tucker Davidson,BAL,RP,L,28.7,0.0,0.0,135.4,31.6,1.6,1.5,0,3,4.17,4.50,1.38,27.2,11.7,32.0,1.3,14.7,15.9,4,44.0,35.8,20.2,0.306,656353
594,Joe Jacques,BOS,RP,L,28.6,0.0,0.0,137.1,31.5,1.6,1.5,0,3,4.47,4.99,1.49,23.8,12.4,34.5,2.2,14.6,16.0,4,50.5,29.1,20.4,0.323,682175
595,Joey Estes,OAK,SP,R,18.4,3.1,1.1,133.4,30.8,1.4,2.0,0,2,4.78,5.02,1.34,24.3,10.2,31.1,1.8,17.0,18.0,5,34.3,45.5,20.2,0.279,683155
596,Hurston Waldrep,ATL,SP,R,14.3,4.1,1.7,132.6,30.7,2.0,1.4,0,1,4.38,4.55,1.42,29.5,12.6,31.0,1.3,14.8,16.0,4,46.0,32.8,21.1,0.312,694462
597,Chase Hampton,NYY,SP,R,14.3,4.1,1.7,129.6,30.7,3.3,3.3,0,0,4.50,4.92,1.39,29.1,10.8,31.9,1.1,15.3,16.4,5,37.4,41.4,21.1,0.291,694633
598,Jacob Barnes,WSH,RP,R,30.6,0.0,0.0,134.2,30.6,1.3,1.7,0,3,4.77,4.94,1.45,23.5,11.8,32.5,1.3,16.1,17.2,4,43.5,36.5,20.0,0.302,12323
599,Ethan Small,SF,RP,L,30.6,0.0,0.0,132.6,30.6,1.5,1.5,0,3,4.06,4.58,1.41,29.3,13.6,29.6,1.2,14.2,15.3,4,40.7,38.8,20.4,0.305,663629
600,Alex Speas,CHW,RP,R,30.6,0.0,0.0,134.6,30.6,1.4,1.6,0,8,4.11,4.41,1.46,34.6,18.3,26.4,1.6,13.9,15.1,4,43.2,36.9,19.9,0.293,666208
601,Adam Oller,CLE,SP,R,14.8,2.5,0.8,128.2,30.5,1.4,1.8,0,1,5.05,5.72,1.53,24.1,11.2,35.5,1.4,17.3,18.3,6,35.1,44.7,20.2,0.292,670124
602,Jairo Iriarte,CHW,SP,R,6.1,6.1,2.3,135.4,30.5,1.4,2.2,0,0,5.03,5.33,1.53,26.0,14.7,31.8,1.9,17.0,18.1,5,41.8,37.0,21.1,0.299,683568
603,Amos Willingham,WSH,RP,R,27.7,0.0,0.0,134.7,30.5,1.3,1.7,0,3,4.97,5.13,1.46,23.5,12.3,32.3,1.4,16.7,17.8,5,40.5,39.6,19.9,0.298,686294
604,Brendan White,DET,RP,R,27.7,0.0,0.0,129.3,30.5,1.5,1.5,0,3,3.83,3.92,1.29,28.1,9.9,29.4,1.9,13.1,14.3,3,49.3,31.0,19.7,0.304,686839
605,Peter Strzelecki,FA,RP,R,30.4,0.0,0.0,131.7,30.4,1.4,1.5,0,9,4.65,4.85,1.41,27.9,13.2,29.6,1.9,15.7,16.7,4,37.7,41.8,20.4,0.291,657265
606,Evan Reifert,TB,RP,R,30.3,0.0,0.0,135.1,30.3,1.4,1.6,0,3,4.69,5.02,1.55,30.7,17.8,29.2,2.0,16.0,17.1,4,41.7,36.8,21.5,0.302,682126
607,Aaron Loup,FA,RP,L,33.6,0.0,0.0,129.7,30.2,1.5,1.5,0,9,4.08,4.49,1.40,26.6,11.3,31.0,1.7,13.7,14.8,4,45.8,33.9,20.4,0.315,10343
608,Brad Hand,FA,RP,L,33.6,0.0,0.0,131.2,30.2,1.5,1.5,0,5,4.31,4.49,1.37,29.3,12.8,28.7,1.9,14.4,15.5,4,38.5,41.2,20.3,0.295,9111
609,Jeffrey Springs,TB,SP,L,5.9,5.9,2.9,126.2,30.1,1.8,1.5,0,0,3.83,3.86,1.21,32.0,9.3,27.0,1.0,13.0,14.0,4,39.5,40.2,20.3,0.283,605488
610,Jackson Stephens,FA,RP,R,19.8,0.0,0.0,127.7,29.7,1.6,1.4,0,2,4.26,4.39,1.36,26.3,10.6,29.7,1.5,14.0,15.2,4,44.3,35.6,20.0,0.301,623451
611,Robbie Ray,SF,SP,L,5.9,5.9,2.6,125.0,29.5,1.6,1.7,0,0,4.12,4.14,1.25,31.8,10.0,26.8,1.1,13.9,14.9,4,37.0,42.9,20.1,0.287,11486
612,Adam Kolarek,LAA,RP,L,24.6,0.0,0.0,130.3,29.5,1.4,1.5,0,2,4.68,5.13,1.60,20.9,14.3,33.1,1.9,15.0,16.4,3,53.6,25.4,21.0,0.320,592473
613,Trey Wingenter,DET,RP,R,29.5,0.0,0.0,127.4,29.5,1.4,1.5,0,3,4.10,4.07,1.31,31.1,12.6,26.0,1.4,13.6,14.6,4,39.3,40.9,19.8,0.289,622259
614,J.B. Bukauskas,MIL,RP,R,24.3,0.0,0.0,124.4,29.2,1.5,1.4,0,2,3.96,4.18,1.35,26.8,10.4,29.1,1.3,12.7,13.9,3,50.2,29.9,19.9,0.305,656266
615,Cade Smith,CLE,RP,R,29.2,0.0,0.0,126.4,29.2,1.4,1.4,0,3,4.08,4.38,1.38,31.8,13.4,27.0,1.6,13.4,14.4,4,41.6,37.2,21.2,0.302,671922
616,Brenan Hanifee,DET,RP,R,26.4,0.0,0.0,116.0,29.0,1.4,1.4,0,3,4.05,4.15,1.32,23.0,8.4,29.9,1.4,13.2,14.3,3,49.2,30.8,20.0,0.305,669724
617,Jack Leiter,TEX,SP,R,5.8,5.8,2.2,128.8,29.0,1.6,1.8,0,0,5.24,5.63,1.54,25.7,14.5,30.2,1.5,16.2,17.3,5,38.6,40.3,21.1,0.301,683004
618,Trevor Bauer,FA,SP,R,5.6,5.6,2.6,114.4,28.6,1.7,1.5,0,0,4.10,3.93,1.20,31.2,9.0,25.2,1.2,13.0,13.9,4,34.9,45.2,19.9,0.278,12703
619,Tyson Miller,SEA,RP,R,18.9,0.0,0.0,122.9,28.4,1.4,1.4,0,2,4.23,4.45,1.35,27.0,10.5,27.7,1.3,13.6,14.6,4,42.0,37.6,20.5,0.291,668338
620,Zack Weiss,MIN,RP,R,25.5,0.0,0.0,121.8,28.1,1.3,1.4,0,3,4.33,4.35,1.36,28.0,12.6,25.5,1.2,14.0,14.9,4,38.0,41.8,20.1,0.281,592848
621,Carson Spiers,CIN,RP,R,25.5,0.0,0.0,121.3,28.1,1.3,1.4,0,3,4.92,5.12,1.43,24.6,10.8,29.3,1.5,14.4,15.4,5,39.5,40.4,20.1,0.299,686730
622,Kolton Ingram,NYM,RP,L,25.4,0.0,0.0,121.9,27.9,1.4,1.4,0,3,4.09,4.45,1.43,27.3,13.0,27.0,1.4,13.1,14.1,3,43.9,35.8,20.3,0.300,688427
623,Mychal Givens,MIA,RP,R,39.6,0.0,0.0,123.2,27.7,1.2,1.5,2,11,4.96,5.12,1.47,24.2,13.0,27.9,1.5,15.2,16.2,4,39.0,40.7,20.4,0.297,10430
624,Joel Kuhnel,HOU,RP,R,19.8,0.0,0.0,120.7,27.7,1.4,1.3,0,2,4.57,4.76,1.44,20.0,9.5,30.4,1.4,14.1,15.2,4,48.1,32.0,20.0,0.306,669270
625,Jose Ruiz,PHI,RP,R,23.0,0.0,0.0,119.1,27.6,1.4,1.3,0,2,4.31,4.43,1.36,27.2,11.8,25.6,1.2,13.1,14.1,4,39.8,40.6,19.6,0.289,614179
626,Andrew Bellatti,PHI,RP,R,30.6,0.0,0.0,118.1,27.5,1.3,1.3,0,3,4.40,4.60,1.35,27.9,11.7,25.3,1.3,13.3,14.2,4,34.2,45.7,20.1,0.284,10657
627,Kolby Allard,PHI,SP,L,14.6,3.4,1.3,118.3,27.5,1.4,1.5,0,1,4.60,4.78,1.36,24.3,9.8,27.6,1.0,13.9,14.9,5,38.2,41.3,20.5,0.292,663465
628,Nick Vespi,BAL,RP,L,18.3,0.0,0.0,118.0,27.5,1.4,1.3,0,2,4.12,4.46,1.37,23.9,9.9,27.8,1.1,12.6,13.6,4,44.1,35.2,20.7,0.304,663989
629,Brent Headrick,MIN,SP,L,15.8,2.6,1.1,117.4,27.5,1.4,1.5,0,1,4.23,4.47,1.30,25.6,9.3,26.6,1.3,13.3,14.2,4,36.3,43.3,20.4,0.289,687396
630,Sam Bachman,LAA,RP,R,18.3,0.0,0.0,121.0,27.5,1.3,1.4,0,5,4.58,4.79,1.51,25.0,14.1,27.3,1.4,13.7,14.8,3,46.6,33.6,19.9,0.305,696147
631,Jose A. Ferrer,WSH,RP,L,30.3,0.0,0.0,117.8,27.3,1.3,1.4,0,6,4.16,4.47,1.42,22.9,11.2,27.4,1.2,12.5,13.6,3,48.4,31.7,19.9,0.308,678606
632,Dallas Keuchel,FA,SP,L,5.6,5.6,2.2,119.8,26.9,1.4,1.6,0,0,4.67,5.01,1.56,17.3,10.7,31.2,1.0,14.0,15.2,3,53.3,25.5,21.2,0.318,9434
633,McKinley Moore,NYY,RP,R,24.3,0.0,0.0,114.8,26.7,1.4,1.2,0,2,4.04,4.36,1.41,29.4,14.0,23.6,1.3,12.0,13.0,3,43.8,36.6,19.7,0.293,686842
634,Vladimir Gutierrez,MIA,SP,R,5.3,5.3,1.8,106.0,26.5,1.3,1.9,0,0,5.57,6.33,1.69,17.5,10.1,34.8,1.2,16.3,17.3,4,38.1,41.4,20.5,0.298,661269
635,Elieser Hernandez,LAD,RP,R,26.4,0.0,0.0,109.7,26.4,1.4,1.2,0,3,4.16,4.15,1.20,27.8,7.4,24.3,1.2,12.5,13.2,5,31.5,48.6,20.0,0.272,622694
636,Robert Gsellman,WSH,RP,R,21.1,1.3,0.5,113.0,26.3,1.1,1.6,0,2,5.07,5.34,1.51,17.4,9.2,30.5,1.3,14.6,15.7,4,43.6,36.2,20.3,0.302,13696
637,Cody Poteet,NYY,RP,R,21.1,1.3,0.5,110.6,26.3,1.4,1.3,0,3,4.27,4.51,1.36,25.9,9.8,25.9,1.0,12.5,13.4,4,39.3,40.7,20.0,0.285,547001
638,Thomas Pannone,CHC,RP,L,14.5,1.3,0.5,108.5,26.3,1.3,1.4,0,4,4.36,4.96,1.37,20.0,6.7,29.3,1.0,12.8,13.7,4,38.3,41.1,20.6,0.298,623381
639,Joe La Sorsa,WSH,RP,L,23.8,0.0,0.0,114.3,26.2,1.2,1.4,0,2,4.62,4.95,1.42,18.9,8.8,28.3,1.4,13.3,14.3,4,42.8,36.4,20.8,0.302,686747
640,Luis Guerrero,BOS,RP,R,26.2,0.0,0.0,116.7,26.2,1.2,1.3,0,3,5.13,5.50,1.55,24.0,14.2,26.5,1.3,13.9,14.9,4,39.8,38.8,21.4,0.310,692285
