#,Name,Team,Bats,ESPN,YAHOO,G,PA,AB,R,HR,RBI,SB,H,1B,2B,3B,TB,SO,BB,HBP,SF,SH,CS,AVG,OBP,SLG,OPS,BABIP,RazzID
650,Warming Bernabel,COL,R,3B,3B,9,25,23,2.7,0.6,2.7,0.3,5.7,4.0,1.1,0.1,8.8,5.1,1.2,0.2,0.2,0.2,0.1,0.250,0.288,0.382,0.671,0.294,682653
651,Luisangel Acuna,NYM,R,SS,SS,9,25,23,2.6,0.4,2.3,1.1,5.4,4.0,1.0,0.1,7.7,5.7,1.9,0.1,0.2,0.2,0.4,0.238,0.297,0.337,0.633,0.298,682668
652,Jeremy De La Rosa,WSH,L,OF,OF,9,25,22,2.2,0.4,2.0,0.4,4.3,3.0,0.9,0.1,6.6,8.3,1.6,0.2,0.2,0.2,0.2,0.194,0.249,0.294,0.542,0.284,682707
653,Jonatan Clase,SEA,S,OF,OF,9,25,22,2.7,0.6,2.5,1.5,4.5,2.7,1.1,0.1,7.7,8.0,2.3,0.2,0.2,0.2,0.5,0.206,0.284,0.352,0.636,0.287,682729
654,Bryan Ramos,CHW,R,3B,3B,9,25,22,2.8,0.8,2.7,0.2,5.0,3.1,1.0,0.1,8.6,5.9,1.8,0.3,0.2,0.2,0.1,0.227,0.291,0.392,0.683,0.269,682868
655,Juan Brito,CLE,S,2B,2B,9,25,22,2.8,0.5,2.4,0.3,5.2,3.3,1.3,0.1,8.0,5.0,2.6,0.2,0.2,0.2,0.1,0.236,0.320,0.365,0.685,0.283,682877
656,Wade Meckler,SF,L,OF,OF,9,25,22,2.7,0.4,2.3,0.4,5.6,4.1,1.0,0.1,8.0,6.0,2.4,0.2,0.2,0.2,0.1,0.256,0.331,0.364,0.695,0.333,685133
657,Drew Millas,WSH,S,C,C,9,25,21,2.6,0.4,2.3,0.2,5.1,3.4,1.1,0.1,7.6,5.2,2.4,0.2,0.2,0.2,0.1,0.236,0.315,0.354,0.669,0.290,686452
658,TJ Hopkins,DET,R,OF,OF,9,25,22,2.7,0.6,2.5,0.2,5.1,3.5,0.9,0.1,8.1,7.0,2.2,0.3,0.2,0.2,0.1,0.234,0.306,0.371,0.677,0.309,686759
659,Jack Brannigan,PIT,R,3B,P,9,25,23,2.4,0.7,2.3,0.4,4.3,3.0,0.6,0.1,7.1,8.2,1.9,0.3,0.2,0.2,0.2,0.192,0.261,0.314,0.575,0.264,687394
660,Eric Brown Jr.,MIL,R,SS,SS,9,25,23,2.2,0.3,2.0,0.9,4.6,3.6,0.7,0.1,6.4,5.6,1.7,0.3,0.2,0.2,0.3,0.203,0.265,0.282,0.548,0.254,687521
661,Emmanuel Rodriguez,MIN,L,OF,OF,9,25,21,2.7,0.6,2.2,0.4,3.9,2.5,0.7,0.1,6.6,8.7,3.3,0.3,0.2,0.2,0.2,0.184,0.296,0.312,0.608,0.271,691181
662,Deyvison De Los Santos,ARI,R,3B,3B,9,25,24,2.8,0.7,2.8,0.2,5.7,3.9,1.0,0.1,9.0,6.9,1.1,0.2,0.2,0.2,0.1,0.240,0.277,0.381,0.658,0.306,691277
663,Jeferson Quero,MIL,R,C,C,9,25,23,2.8,0.7,2.7,0.2,5.3,3.6,1.0,0.1,8.6,5.6,1.8,0.2,0.2,0.2,0.1,0.234,0.293,0.377,0.670,0.276,691620
664,Ryan Clifford,NYM,L,OF,OF,9,25,22,2.6,0.8,2.6,0.2,4.3,2.8,0.8,0.0,7.5,8.4,2.0,0.4,0.2,0.2,0.1,0.194,0.268,0.335,0.603,0.265,691775
665,Luis Suisbel,SEA,S,3B,3B,9,25,23,2.0,0.5,2.0,0.2,3.7,2.5,0.6,0.0,6.0,9.1,1.2,0.4,0.2,0.2,0.1,0.163,0.213,0.261,0.474,0.238,692044
666,Yanquiel Fernandez,COL,L,OF,OF,9,25,23,2.9,0.9,3.0,0.1,5.8,3.8,1.0,0.1,9.5,6.3,1.3,0.2,0.2,0.2,0.0,0.251,0.291,0.415,0.706,0.307,692585
667,Cole Fontenelle,LAA,S,3B,3B,9,25,23,2.2,0.5,2.2,0.3,4.2,3.0,0.6,0.1,6.5,7.5,1.1,0.3,0.2,0.2,0.1,0.180,0.222,0.278,0.500,0.237,694304
668,Jack Hurley,ARI,L,OF,OF,9,25,23,2.2,0.5,2.1,0.4,4.5,3.3,0.6,0.1,6.7,8.0,1.3,0.3,0.2,0.2,0.2,0.194,0.242,0.288,0.530,0.270,694815
669,Ivan Melendez,ARI,R,3B,3B,9,25,23,2.8,0.9,3.0,0.2,5.1,3.1,1.0,0.1,9.0,8.7,1.4,0.4,0.2,0.2,0.1,0.221,0.274,0.391,0.665,0.304,699471
670,Ben Rice,NYY,L,C,C,9,25,22,3.1,0.9,3.1,0.3,5.1,3.1,1.1,0.1,9.1,5.8,2.2,0.3,0.2,0.2,0.1,0.237,0.311,0.422,0.733,0.277,700250
671,Sal Stewart,CIN,R,3B,3B,9,25,22,2.6,0.5,2.4,0.3,4.8,3.2,1.0,0.0,7.4,5.6,2.4,0.2,0.2,0.2,0.1,0.215,0.293,0.336,0.629,0.260,701398
672,Cam Collier,CIN,L,3B,3B,9,25,23,2.2,0.4,2.0,0.2,4.1,3.0,0.7,0.0,6.2,7.4,1.6,0.3,0.2,0.2,0.1,0.181,0.241,0.271,0.512,0.245,702253
673,Termarr Johnson,PIT,L,SS,SS,9,25,22,2.5,0.5,2.1,0.2,4.1,2.8,0.7,0.0,6.4,7.7,2.9,0.3,0.2,0.2,0.1,0.189,0.290,0.297,0.587,0.261,702261
674,Cole Young,SEA,L,SS,SS,9,25,22,2.4,0.3,2.1,0.4,4.6,3.2,1.0,0.1,6.8,5.3,2.2,0.3,0.2,0.2,0.1,0.210,0.289,0.309,0.598,0.258,702284
675,Brett Bateman,CHC,L,OF,OF,9,25,23,2.2,0.4,1.9,0.4,4.3,3.4,0.5,0.1,6.1,6.7,1.8,0.3,0.2,0.2,0.2,0.190,0.254,0.267,0.521,0.249,703520
676,Xavier Isaac,TB,L,1B,1B,9,25,23,2.7,0.7,2.6,0.2,4.6,3.0,0.8,0.1,7.8,7.1,2.0,0.3,0.2,0.2,0.1,0.204,0.273,0.344,0.618,0.260,800060
677,Brock Rodden,SEA,S,2B,2B,9,25,23,2.0,0.3,1.9,0.2,4.6,3.4,0.9,0.1,6.3,5.5,1.0,0.3,0.2,0.2,0.1,0.197,0.235,0.272,0.507,0.244,801126
678,Jacob Burke,CHW,R,OF,OF,9,25,22,2.3,0.4,2.1,0.4,4.6,3.1,1.0,0.1,7.0,6.8,1.4,0.4,0.2,0.2,0.2,0.206,0.263,0.313,0.576,0.273,804240
679,Nick Clarno,ATL,R,C,C,9,25,22,1.9,0.3,1.7,0.2,3.2,2.4,0.5,0.0,4.8,8.6,1.5,0.3,0.2,0.2,0.1,0.145,0.205,0.212,0.417,0.214,805339
680,Jesus Aguilar,FA,R,1B,1B,9,24,22,2.8,0.8,2.8,0.1,5.0,3.3,0.9,0.0,8.4,5.8,1.9,0.2,0.2,0.1,0.0,0.233,0.298,0.387,0.685,0.279,11342
681,Juniel Querecuto,FA,S,SS,SS,9,24,22,2.4,0.4,2.3,0.3,5.0,3.5,0.9,0.1,7.5,5.7,1.6,0.2,0.2,0.2,0.1,0.230,0.284,0.342,0.626,0.288,12140
682,Ben Gamel,NYM,L,OF,OF,9,24,21,2.9,0.6,2.5,0.3,4.9,3.1,1.2,0.1,8.0,6.4,2.7,0.2,0.2,0.1,0.1,0.234,0.325,0.382,0.707,0.306,12160
683,Taylor Motter,FA,R,DH,2B/3B,9,24,21,2.8,0.7,2.6,0.2,4.6,2.9,0.9,0.1,7.8,6.8,2.5,0.2,0.2,0.2,0.1,0.220,0.302,0.373,0.675,0.284,12399
684,Kolten Wong,FA,L,2B,2B,9,24,21,2.8,0.5,2.5,0.6,5.3,3.6,1.1,0.1,8.2,4.5,1.8,0.5,0.2,0.2,0.2,0.248,0.317,0.381,0.699,0.289,12532
685,Mike Zunino,FA,R,C,C,9,24,22,2.7,1.0,2.8,0.1,4.1,2.3,0.8,0.1,8.0,8.7,1.9,0.3,0.2,0.2,0.0,0.190,0.260,0.371,0.631,0.258,13265
686,Matt Duffy,FA,R,3B,1B/2B/ 3B,9,24,22,2.5,0.4,2.3,0.2,5.5,4.1,1.0,0.0,7.7,5.1,1.6,0.3,0.2,0.1,0.1,0.251,0.309,0.353,0.662,0.309,13836
687,Clint Frazier,FA,R,DH,OF,9,24,21,2.6,0.6,2.3,0.4,4.2,2.6,0.9,0.1,6.9,7.7,2.7,0.3,0.2,0.1,0.2,0.200,0.298,0.334,0.632,0.286,15983
688,Sandy Leon,FA,S,DH,C,9,24,21,2.4,0.4,2.0,0.2,4.1,2.8,0.8,0.0,6.2,7.0,2.2,0.3,0.2,0.2,0.1,0.192,0.273,0.292,0.565,0.262,5273
689,Leury Garcia,ATL,S,2B,2B/SS/ 3B/OF,9,24,22,2.8,0.3,2.5,0.3,5.4,3.9,1.0,0.1,7.6,5.4,1.4,0.2,0.2,0.1,0.1,0.248,0.297,0.352,0.648,0.312,5913
690,Henry Ramos,CIN,S,DH,OF,9,24,21,2.8,0.6,2.7,0.3,5.3,3.4,1.1,0.1,8.6,5.7,2.3,0.3,0.2,0.1,0.1,0.250,0.327,0.404,0.731,0.309,592656
691,Yonathan Daza,FA,R,OF,OF,9,24,22,2.5,0.3,2.2,0.3,5.7,4.3,1.1,0.1,7.7,4.4,1.4,0.2,0.2,0.2,0.1,0.259,0.307,0.351,0.658,0.311,602074
692,Brian Anderson,FA,R,3B/OF,3B/OF,9,24,21,2.7,0.7,2.6,0.2,4.8,3.1,0.9,0.1,8.0,6.8,2.3,0.3,0.2,0.1,0.1,0.227,0.309,0.375,0.684,0.297,605119
693,Bradley Zimmer,FA,L,OF,OF,9,24,21,2.4,0.5,2.1,0.8,4.0,2.7,0.7,0.1,6.4,9.2,1.9,0.6,0.2,0.2,0.3,0.188,0.271,0.301,0.573,0.301,605548
694,Harold Castro,FA,L,2B,2B/OF,9,24,23,2.4,0.3,2.3,0.1,5.9,4.4,1.1,0.1,7.9,5.3,1.0,0.1,0.2,0.1,0.1,0.261,0.294,0.353,0.646,0.326,605612
695,Franchy Cordero,FA,L,DH,OF,9,24,21,2.8,0.8,2.7,0.3,5.0,3.1,1.1,0.1,8.5,7.4,2.4,0.2,0.2,0.1,0.1,0.236,0.314,0.401,0.715,0.320,614173
696,Franmil Reyes,FA,R,DH,DH,9,24,22,3.0,1.1,3.1,0.1,5.0,3.0,0.8,0.1,9.2,7.5,2.0,0.2,0.2,0.1,0.1,0.232,0.298,0.427,0.725,0.299,614177
697,Luis Torrens,NYY,R,C,C,9,24,22,2.8,0.7,2.7,0.1,4.9,3.2,0.9,0.1,8.2,6.7,1.8,0.2,0.2,0.2,0.1,0.224,0.285,0.372,0.657,0.284,620443
698,Edwin Rios,FA,L,DH,DH,9,24,22,2.6,0.9,2.8,0.1,4.5,2.6,1.0,0.0,8.2,8.4,1.9,0.4,0.2,0.1,0.0,0.208,0.281,0.381,0.662,0.290,621458
699,Anthony Bemboom,DET,L,C,C,9,24,21,2.4,0.4,2.1,0.2,4.4,3.2,0.6,0.2,6.5,5.8,2.2,0.2,0.2,0.2,0.1,0.209,0.286,0.311,0.597,0.265,621532
700,Johan Camargo,FA,S,SS,2B/SS/ 3B,9,24,21,2.8,0.6,2.5,0.1,5.1,3.5,1.0,0.1,8.0,5.0,2.1,0.2,0.2,0.2,0.0,0.241,0.310,0.373,0.682,0.286,622666
701,Josh Lester,KC,L,3B,3B,9,24,22,2.8,0.8,2.8,0.1,4.9,2.9,1.0,0.1,8.5,6.3,1.5,0.2,0.2,0.1,0.0,0.224,0.274,0.392,0.667,0.273,623507
702,Willie Calhoun,LAA,L,DH,OF,9,24,21,3.0,0.9,3.1,0.1,5.5,3.6,1.0,0.1,9.3,3.8,2.0,0.2,0.2,0.1,0.0,0.258,0.322,0.434,0.756,0.276,641432
703,Weston Wilson,PHI,R,OF,OF,9,24,21,3.0,0.9,2.8,0.6,4.6,2.8,0.9,0.1,8.2,7.3,2.4,0.2,0.2,0.1,0.2,0.217,0.298,0.387,0.685,0.281,642215
704,Carlos Perez,CHW,R,C,C,9,24,22,2.7,0.8,2.8,0.1,5.2,3.2,1.2,0.0,8.8,3.5,1.5,0.3,0.2,0.2,0.0,0.235,0.286,0.396,0.681,0.246,656024
705,Michael Chavis,SEA,R,2B,2B,9,24,22,2.6,0.8,2.7,0.2,4.9,3.0,1.0,0.1,8.6,7.4,1.2,0.3,0.2,0.1,0.1,0.223,0.268,0.389,0.657,0.292,656308
706,Dalton Guthrie,BOS,R,3B,3B,9,24,22,2.8,0.5,2.5,0.4,5.3,3.7,1.1,0.1,8.1,5.9,1.7,0.4,0.2,0.2,0.2,0.245,0.306,0.369,0.676,0.311,656495
707,Derek Hill,TEX,R,DH,OF,9,24,22,2.9,0.6,2.6,0.5,5.4,3.7,0.9,0.2,8.3,6.1,1.7,0.2,0.2,0.2,0.2,0.243,0.297,0.377,0.675,0.306,656537
708,Jonathan Arauz,LAD,S,DH,2B/3B,9,24,21,2.8,0.7,2.6,0.1,4.6,2.9,0.9,0.1,7.7,5.4,2.1,0.2,0.2,0.2,0.0,0.221,0.293,0.367,0.660,0.264,660620
709,Travis Blankenhorn,WSH,L,2B,2B,9,24,21,2.7,0.8,2.7,0.1,4.9,2.8,1.2,0.1,8.6,6.3,2.1,0.3,0.2,0.1,0.1,0.235,0.310,0.412,0.721,0.294,663905
710,Mark Mathias,CIN,R,DH,2B,9,24,21,2.7,0.6,2.5,0.4,4.9,3.1,1.3,0.0,8.0,6.8,2.4,0.3,0.2,0.2,0.2,0.234,0.315,0.376,0.691,0.313,664029
711,Andrew Stevenson,FA,L,OF,OF,9,24,22,2.8,0.5,2.6,0.9,5.5,3.8,1.0,0.2,8.5,6.0,1.6,0.4,0.2,0.1,0.3,0.254,0.313,0.390,0.702,0.325,664057
712,Kyle Garlick,ARI,R,OF,OF,9,24,22,2.8,0.8,2.7,0.1,4.8,3.0,1.0,0.1,8.4,8.0,1.8,0.3,0.2,0.1,0.0,0.222,0.289,0.387,0.676,0.306,664247
713,P.J. Higgins,CIN,R,C/1B,C/1B,9,24,21,2.7,0.6,2.5,0.1,5.0,3.1,1.3,0.1,8.1,6.4,2.1,0.3,0.2,0.2,0.0,0.235,0.306,0.380,0.686,0.306,664731
